"likelihood" "bart" "expr" "rank_size"
"1" 1.8384325253787e-06 0.445 1.41907973306266 5
"2" 6.14026223364301e-07 0.551 1.31932743613053 6
"3" 4.57375530839928e-21 0.683 1.71019411017169 2
"4" 0.484073999619495 0.899 1.05756825727903 7
"5" 4.27311192780267e-10 0.829 0.667823671383088 13
"6" 0.968342806412399 0.653 0.38919994345937 15
"7" 0.138184401858704 0.49 0.93428597097289 11
"8" 0.278320928855378 0.55 0.97248338068441 10
"9" 6.36311235579166e-30 0.519 0.580095866422415 14
"10" 1.02781263775406e-10 0.753 1.45526054477865 4
"11" 0.00232317592229467 0.945 1.60733738049346 3
"12" 1.73716297180886e-08 0.355 1.04180818427415 8
"13" 0.908725813330685 0.411 1.03789649233526 9
"14" 0.598446518245554 0.848 0.85565052378769 12
"15" 0.01352752111527 0.755 1.84475385907516 1
