"likelihood" "bart" "expr" "rank_size"
"1" 0.00715477844478835 0.207 4.74023470768603 6
"2" 0.656693042403824 0.203 4.58656292544089 11
"3" 0.000156214933874447 0.137 4.95093900595492 2
"4" 0.00802662348387732 0.936 4.79393878411012 4
"5" 0.00132254765885337 0.945 4.60031082691747 9
"6" 0.381105624315565 0.201 4.72191353606083 7
"7" 0.337615503311727 0.754 4.58895986136083 10
"8" 0.581097397363003 0.606 4.21727692726567 15
"9" 0.286699107938294 0.253 4.51841956568344 12
"10" 0.174431464543045 0.601 4.61092519565348 8
"11" 2.43928484931594e-08 0.907 4.90262154114762 3
"12" 0.0709525248088708 0.57 4.98888329432241 1
"13" 0.1427343049249 0.964 4.40568672269641 13
"14" 0.0746071311945114 0.779 4.39374029156279 14
"15" 0.575589388909042 0.257 4.77972125909619 5
