"likelihood" "bart" "expr" "rank_size"
"1" 0.00649338235268927 0.546 2.7545015494572 3
"2" 0.232502807995864 0.398 2.41247317190795 11
"3" 0.00151283914107598 0.939 2.82373569635054 1
"4" 0.00142150448654903 0.269 2.7542846650869 4
"5" 3.02941970159715e-09 0.591 2.61172063010261 8
"6" 0.978439122912323 0.812 1.88779667244524 14
"7" 0.352464564867226 0.565 2.48922434155866 10
"8" 0.190384476934801 0.685 2.27345284564939 12
"9" 2.4917532186135e-14 0.309 1.42702319874042 15
"10" 0.00419361198076052 0.207 2.68550624151502 5
"11" 0.0160295227101953 0.265 2.79031187489429 2
"12" 0.000467579906556404 0.278 2.18165334047324 13
"13" 2.55669069049873e-20 0.313 2.63503514610542 7
"14" 0.34396845428046 0.432 2.66696661469401 6
"15" 3.5147236565596e-09 0.582 2.56166850222672 9
