"likelihood" "bart" "expr" "rank_size"
"1" 0.0728438544760272 0.192 0.783737308130595 7
"2" 0.000286108961588613 0.441 0.552666485009274 9
"3" 0.968809783179904 0.079 0.344586263753387 10
"4" 0.0235406272792231 0.899 1.75485842996646 1
"5" 0.000520435350674246 0.398 0.575665206674395 8
"6" 0.515798190684602 0.143 0.953335283628053 4
"7" 0.138383794163582 0.654 0.264879511792218 12
"8" 0.291190571050214 0.612 -0.104402040655446 15
"9" 0.00259712474026601 0.499 0.25313056304361 13
"10" 0.00201016560038739 0.83 0.887356044450547 5
"11" 0.108369092578079 0.43 0.962389540121093 3
"12" 0.0204967482819236 0.812 0.331024514635594 11
"13" 0.407516325742533 0.949 1.18388436556047 2
"14" 0.361210732327939 0.578 0.179022270431472 14
"15" 0.661623165324514 0.246 0.863488492067915 6
