"BLCA" "BRCA_1" "BRCA_2" "COAD_READ." "HNSC" "KICH" "KIRC" "KIRP" "LIHC" "LUAD" "LUSC" "PRAD" "STES." "THCA" "UCEC"
"FOXA1" 2.58784989252733e-14 1.74723593012985e-24 1.1761062216358e-18 0.0610646276858346 4.42619159913323e-06 0.00203605447011593 0.378012027104484 0.0591053012484006 1.3447945578378e-18 1.72413632350471e-05 0.00107166438545013 9.65825109266902e-17 2.98925967936931e-14 8.50733246219682e-08 1.02416223017964e-06
"FOXA2" 0.00601848009128741 0.00488034918166052 0.00674411711785323 0.000234049636239627 2.72512486463681e-11 0.0422813321486532 0.921678862422956 0.00584744677134127 2.89041583154207e-09 0.000232553229811125 0.941258771913834 0.521041629581639 0.613541657614541 0.54687940506825 0.0153844787826533
"FOXK1" 0.769801361968029 0.55144386115176 0.0622704952663889 0.349497456452538 0.000167694732566383 0.00337974350659192 0.143853898409658 0.0135223173687569 1.98066941775218e-07 0.926118672641272 0.662184138554856 0.340771671777492 0.53105535193962 0.610883870296747 0.0894809470298321
"FOXM1" 6.50049605769074e-20 7.98103092990933e-24 7.97873124115064e-13 4.05431866705966e-12 8.72494438710354e-31 0.00447124009425263 2.32949365191445e-07 0.00924618574538474 3.66925053102242e-19 7.06353059661941e-15 9.4376239038416e-22 5.28367416987971e-22 2.44135825940654e-34 0.0056250890270137 1.17873452173423e-25
"FOXO1" 0.0107905828076563 0.5120897687136 4.31551631804456e-06 1.24337796798108e-05 0.218592262953578 8.67983230387573e-08 0.00575966217636757 0.734773092598634 0.473765051764948 0.175899929950853 0.000399992346641342 0.0665753253985394 0.0855222366781981 6.45849030769843e-08 0.0417495163636783
"FOXO3" 0.569145245931048 0.947050923582056 0.344196325642527 0.962527976946173 0.0145851794263757 0.858965221387341 0.0987133162357523 0.402828160758829 0.0965449083706269 0.0143602896861533 0.0154539083721054 0.0203656805582252 0.387662179563585 0.965316566514167 0.928205487942987
"FOXP1" 0.731872751614639 0.335069795873132 0.916012862047606 0.870612779971965 0.0712973219920766 2.07404438293428e-08 0.00176414107176332 0.00650019856252202 3.12338336306719e-32 0.288710407399027 0.00806431867384889 0.0729562344104442 0.0371759798954837 0.925446596915686 0.00339453344507293
"FOXP2" 0.861800152355235 0.0440126118766915 0.634917618950805 0.331687279703513 0.293442466647377 0.208094442328077 8.56170824788524e-09 0.620158775775939 0.554162942233532 0.141267979087982 0.00112329392238252 0.261802797470288 0.570148737846565 0.568572749112631 0.958961586919297
"FOXP3" 9.36573065891226e-16 5.73284940760496e-16 7.20268633989073e-20 4.27010949012046e-21 5.8034601159311e-15 6.50058025571441e-11 2.38313594039324e-06 1.83587848316724e-15 4.47648703101879e-10 1.3202610301357e-23 1.2486011040876e-18 1.77322747170885e-16 5.77018005662467e-16 1.05607907771586e-14 1.59513735187615e-15
"GABPA" 1.20695136860548e-28 0.0473086250943326 4.21900337839357e-10 0.206967186697243 2.80339439210666e-12 8.67376972768603e-08 0.0023352327334596 0.0245000936550328 1.22221125665074e-24 0.0329986291931531 1.98594118371491e-13 0.000706453381426141 0.00264884690556602 8.56405056383873e-16 2.514743655973e-11
"GATA1" 0.0813728652186571 0.00622561396301045 0.0036663612627352 0.00121274833164961 1.65812309232705e-06 0.0431647503499307 0.325343399942914 0.701191934654956 3.33767120126404e-05 0.00226747299692591 0.00104007726050622 0.0202204384839507 0.596101286480884 0.0557441499314245 0.683819256634035
"GATA2" 2.35469855222284e-08 1.65752330904471e-05 0.00158049313382136 0.00821772668182492 1.47733688978337e-05 0.069799523097508 0.0117645308393342 0.0600429811259602 0.000670279631420588 0.149721586587513 0.0200047093441922 0.0173998374294459 0.00420879348675633 0.0936253494426179 0.000115045778762425
"GATA3" 0.83632974896641 0.522141530840564 0.124487817019012 0.000646451006116691 0.00535925702515108 0.122034454261081 0.00022894490572573 3.51803962659371e-08 3.8273592679713e-16 0.00291312826750294 0.0513353396741627 1.41382616836401e-09 5.278528809864e-05 8.38972617131211e-07 4.34299781855162e-05
"GATA4" 0.959349519098861 0.0470720260826988 0.0102811446914703 0.261069306508765 3.52201018169917e-05 0.0566621049036237 0.0314475410179664 0.163765381028343 2.58095250337924e-18 0.0657773867079733 1.27764564382466e-05 0.715185992796933 2.51392633038764e-12 0.148683564754577 0.766895044455437
"GATA6" 0.00443215269721443 3.05490114207171e-13 0.574965056196622 7.77414330323472e-05 0.000960564790319705 0.00704470586316885 0.0263284616212446 0.000159803334703667 1.22007970390436e-09 0.00268910282441851 3.30322056198144e-07 0.000527328014260201 1.91714220165559e-19 0.00205672535101623 0.0131327508493127
"GATAD1" 2.2719583296107e-12 5.1506783418755e-24 0.427719322507236 1.45173455203349e-08 3.26601021906748e-31 3.6595650067464e-06 1.50231852596116e-07 3.33583149944842e-10 1.1103030303149e-38 5.1518301413875e-18 5.13533321317439e-20 3.62569672245538e-11 1.25648608626644e-32 8.37932791878166e-29 0.0267808067883819
"GREB1" 0.0363316073728775 1.20336381284667e-05 0.327237566380152 0.204892335499277 0.55618352259811 0.0590363607440476 0.0271113678283211 0.213645309235762 0.265149895312787 0.961693868580701 0.720291291417514 0.170729412382001 0.546009984663046 0.160734982825628 0.220517645532273
"GRHL2" 0.371443177212632 0.714697152001298 0.117238571230588 0.28914634552274 0.837657354255426 0.0180221376562993 1.59347894321471e-07 0.647497912752201 8.15618350870671e-10 0.00635359353246404 0.193567529193266 0.0214809018196878 1.6151747236643e-06 0.00104333366512978 0.104201348209361
"GTF2B" 1.74020952470729e-18 1.67968688335547e-29 1.64005610105764e-09 1.58057064243068e-12 4.87742139327722e-48 0.00541482149752048 2.28420134727738e-11 2.40947036179467e-24 8.2360330154292e-46 2.87183121421549e-28 2.09607048523422e-15 0.0061545048666075 2.35036186578923e-35 1.06078616317901e-07 1.31352775471762e-45
"GTF2F1" 4.85661621621298e-07 0.0646409535466438 0.0108206110543179 0.0362085973123457 2.68619502737223e-25 0.000458019897733732 1.1436967176291e-07 0.0575284015133503 8.33905747256727e-26 0.391452055995845 0.00885557966108177 0.00429794019536679 1.39124724487278e-11 2.46260156456366e-09 0.00178215605495224
"GTF2I" 8.94421039247354e-07 0.035663229389189 0.0223654025446463 0.00263707937605562 0.218350527950095 0.553457385342132 0.0139374548615029 0.646010774441981 0.00189739275238361 0.056908462685803 9.19475899417029e-06 0.648038400425561 0.048159937339245 0.800308602347552 0.163349978805799
"H2AFX" 0.0144963955794845 0.0168112256748898 0.020084880346961 0.00586927802930394 2.69292207730242e-08 0.0267116478491057 0.00704776916241361 0.0130583329789992 7.68238297052898e-05 0.390551692427037 0.000242300476349787 0.335211016847059 1.70719770018048e-06 0.0112804002327082 0.141467583989367
"HAND1" 0.942286504182582 0.533864214848938 0.286445349333382 0.0294540822510046 0.0237769354901103 0.279977632484037 0.731632331547987 0.176271906813853 0.323821378399913 0.589838156895954 0.439661470996358 0.271569956069666 0.70355287086639 0.701999155564712 0.445461767683458
"HCFC1" 6.8206799667474e-18 8.13478651758304e-09 1.13467992090748e-08 0.395661885413548 1.34875045404226e-09 0.0629844123739793 0.474043889656625 0.933586227417177 3.94572372263118e-39 0.00593517457559545 0.148149134516256 0.960067712557055 1.12642931586883e-05 0.863703788513803 1.15614041707882e-18
"HDAC1" 5.06704372966364e-40 1.03411944244568e-42 6.21751859107194e-15 8.7086766217055e-19 4.49965798141937e-71 0.313352382580516 0.303207707917831 0.907019965338662 1.23760311419532e-34 7.37538579544797e-28 1.1813350949464e-13 7.59522377644828e-13 3.26492784946106e-44 2.03487170089629e-17 1.07547427107506e-73
"HDAC2" 1.79865550135301e-14 1.1277675017999e-09 4.90170535064121e-18 4.11310857412728e-19 8.89065667016419e-45 4.82206846504044e-06 2.96113042664757e-07 6.14832769283632e-24 1.37487464779342e-22 3.40110336209859e-30 2.53847049505335e-20 2.99586217407373e-07 8.12398853872092e-28 8.20402781831514e-06 2.13339610109711e-19
"HDAC3" 0.00288961220226423 0.000118730207686814 0.00135982149370297 0.0439095967127949 0.000383415776692876 0.549426104259383 0.00126696869713465 1.51976670885332e-06 1.17503842521042e-09 0.125124407330793 4.48965655463864e-05 0.151494880764227 0.000125966064106812 0.0163944430141469 0.0148010140231243
"HDAC6" 0.0162497574648617 2.15295664568044e-06 0.25462137044453 0.315941475119715 0.617912794579936 1.34031980582595e-05 0.579654884265056 0.5359736062902 0.434340696781802 0.00469114591136563 0.305713572994043 0.831299890522039 0.904779427945711 0.266289872856694 0.0241240258804775
"HEY1" 1 0.635505994744421 0.93106518079839 0.826306688834748 2.8349337665998e-14 1 0.00139994847436808 0.167147078845193 3.5033999415418e-25 0.601560056301078 2.22773186227385e-06 0.00049477374976735 0.864596754617358 0.642621158822976 0.511711543977178
"HIF1A" 2.45072772009072e-05 0.363512174751226 0.266871904976009 0.333176685870115 0.00225736854056969 0.419752259520367 0.0970845543175533 0.277770147361974 0.991948742239497 0.242460560924633 0.410676251497942 0.6743728557454 0.392296054730603 0.986766413555714 2.17050692485298e-05
"HIRA" 0.232770154087761 0.778127358674104 0.524566137470279 0.212671563031273 5.18335591845248e-05 0.014947723392515 0.0665565474676926 0.817308514952864 0.0716919992884772 0.465898804501855 0.981908376916851 0.103772800750334 0.00200284654272445 0.3965181556657 0.0575743531028416
"HNF1B" 0.000393861741990074 0.435062388531978 0.356815595235564 0.0530165632242206 0.841818001572298 1.87187390091533e-07 1.84367585886188e-14 0.0597677038483944 0.00785355121467731 0.000591857758139108 0.0760773648081884 0.671741347524244 0.000651437175909902 0.0307113773983189 0.00022995117163815
"HNF4A" 0.0145311506111733 0.988911446653142 0.471481950491339 0.440470791688995 0.000104118253316382 0.133266905402094 2.27680640471738e-08 1.1239939507182e-09 0.00356523958821661 4.34038007120233e-06 0.00321200075071535 0.00520323089763835 2.17942903010196e-09 4.85909645491528e-07 5.81010967024503e-11
"HNF4G" 0.196477035850853 0.852722042428012 0.672738684650922 0.464692163883434 0.568117059977132 0.839536395022239 0.829497313640707 0.697388182532169 0.0886814899488264 0.12199151591162 0.709975561932354 0.834508307219949 1.40723746491034e-05 0.0278834030528227 0.00404810382223701
"HOXA9" 0.00104319089492374 0.00241855863454806 0.155203425394457 0.881970314658563 0.571707890981368 0.391876378171709 0.510258599737594 0.309599622239511 0.670062090786592 0.0149817089486585 0.831071451864216 0.854667112381249 0.105223533165755 0.0703175540336565 0.526494243904611
"HOXB13" 0.0316229697447133 0.623266949571887 0.31220638869245 0.321613040928477 0.334265154215697 0.0437866974556939 0.534380822296031 0.419764359340623 0.213871065653007 2.6130657448015e-16 0.475073149128945 0.83567146818732 0.0462834836329366 0.0455277455335807 0.018318049153376
"HOXB7" 0.579104725596981 0.891557979700573 0.211556034077406 0.901814854612875 0.143785734225926 0.26205416959525 0.708066404142644 0.0253577803667047 0.708169767574496 0.666524773274483 0.380760929348844 0.0375733233181865 0.44003408344942 0.994006870147976 0.0351605420947421
"HOXC11" 0.0171567719103152 5.52294617881645e-19 1.07549345234261e-05 0.264532030760111 0.598171375525249 5.87558454173088e-06 0.16905139895918 0.776335054018284 6.89629440411657e-07 0.0493216477528964 0.104588955704547 0.0981988411368901 0.0516933164866781 1.81119560113536e-06 0.414681848175324
"HOXC9" 0.00498429861236317 0.0266834906793734 0.0493094872136946 0.00307738429077401 0.0536452805552247 1.71367769334554e-05 0.0366996245539022 2.46269888341628e-08 0.114520419978196 4.0695623649688e-11 0.0638358319984599 0.00083943342047308 2.79084071930393e-05 0.00516915348145152 0.198838044362284
"HSF1" 0.597719998976556 3.05850237676724e-06 0.000414702087852021 3.02277812960999e-06 2.41928625274873e-24 0.154749874241573 0.107782676521542 0.00917266209315518 2.42750769479634e-11 6.12950302622822e-19 3.04692266804944e-12 0.000812500171740835 2.80010612046355e-33 1.32771630890275e-06 1.38843612882059e-12
"HSF2" 0.217669175290698 0.601445105087663 0.756258665777848 0.811767240042945 1.61934512373866e-08 0.827681357027207 0.862971453657696 0.529332884274376 5.58657970044516e-05 0.797448792641586 0.649357873713607 0.00298584439885942 0.896838638862303 0.535161076800405 0.00125124316356537
"IKZF1" 2.02864854333655e-26 3.26076722016321e-26 1.68578600050493e-30 1.08527578732087e-35 1.91494591310534e-17 5.74011191459176e-23 1.50377104976175e-32 3.09458883954168e-40 5.56199126653069e-21 2.93704147469787e-27 4.77947680787e-29 6.75750422125096e-07 3.08732720615689e-33 5.33799705041623e-23 2.35717443434819e-19
"IRF1" 2.0666649230061e-37 1.15102863818402e-20 3.14392907092394e-34 9.51962614426583e-17 5.91868023734253e-49 4.65953007853502e-14 6.19045896339377e-20 4.22083895004863e-15 2.03626281063618e-22 2.16828038856725e-15 3.90483338615787e-18 5.63851950697845e-11 7.36990081100565e-47 5.90298431705406e-16 4.22674971523946e-34
"IRF3" 1.30162033309338e-06 4.62533433793235e-08 0.0303621720426189 0.765969986617347 1.44760030095477e-09 0.363969318092944 6.92358184890189e-06 0.113629744695793 0.000178707881532854 9.02831362189926e-07 1.89065319577364e-10 0.0142522720047802 0.014736982618858 0.0657279378479998 0.506147883798229
"IRF4" 7.29513695861644e-24 1.61260625117892e-18 8.97005100886321e-11 2.33682631545677e-20 2.25998948794826e-16 1.89808519997533e-21 9.31920417896055e-10 5.84679257067358e-19 1.74427997655802e-27 4.952566362129e-19 5.752639007096e-25 5.27612381340742e-25 3.41136071096102e-09 2.93918023283202e-17 2.31940368068983e-33
"IRF5" 0.160989024396479 3.7438001788645e-05 1.02141068071459e-06 0.922554482168324 0.0240860973483182 0.000485904089870708 0.0354108642216378 6.75716663474942e-06 0.00313173472105154 4.87813715248726e-05 0.0248191746638166 0.00162056078511178 9.76575406663614e-05 0.0188799595385836 0.000152199713568957
"JARID2" 0.00303628154477036 0.985111511432847 0.000170782397988266 2.38503234481338e-08 0.685160838305787 0.00169367998232267 0.00198481946724908 0.071679959851805 5.65418133637224e-05 0.000916663176758813 0.0137456444620657 0.16118647517516 3.09273670776948e-09 0.00424534056058453 0.000773585022731673
"JMJD1C" 0.959908889356037 0.462874472868865 0.182908758441062 0.0275350628522932 0.259395272644791 0.89022270700017 0.551920992504496 0.00650007096446233 0.0147812110054305 0.293646268025365 0.0324060766600842 0.0583150655614567 0.387296282137711 0.63795451587655 0.697795848109936
"JMJD6" 0.0400673116258662 0.00237212266272893 0.0187923714113291 8.21009802388316e-06 0.193747482227762 2.59682523185065e-05 6.78618679678211e-07 1.13113479065135e-05 0.0390834738661362 0.0865023109761363 0.756182694459234 1.08447177059803e-05 0.286629411667514 1.4838090084455e-05 0.0273056609600017
"JUNB" 0.603880885447934 0.00759957408662542 0.0366629149049606 2.53702561528117e-10 0.00242946920128517 5.1275785871021e-06 0.0982850924662332 2.85227167945545e-07 8.88361751278505e-12 5.53151902581293e-09 6.03736664982553e-06 5.07834463655703e-08 1.17107277233906e-07 0.00335527375765164 1.48654101515624e-20
"JUND" 0.0401195432529908 0.00556810978720057 0.000510460915418924 6.67113580901917e-06 2.97275350452579e-06 9.96584591492152e-12 0.0136089108888431 2.61614265507564e-07 7.4010827185537e-16 0.00439794447662967 0.312131918601285 0.0295437745845386 0.00686583103461715 0.000235283131685089 2.49738572468996e-05
"JUN" 2.02824919335006e-14 9.28272551908143e-18 9.5899245552175e-09 0.00219192709356796 0.000729726078155771 4.43249733918007e-05 0.284813942688053 6.42705446322566e-12 1.29330272469405e-08 0.000130642186649528 4.82763893451989e-13 5.48634883369521e-06 0.0272009523088976 0.00049188753151266 0.00319651825452002
"KAT2B" 0.00186267756063397 0.945607619922214 0.379134714797432 3.73869719379206e-08 0.800834471057867 0.0205135595606657 0.959472842718898 0.54739304614178 0.031154397492087 0.62848579746206 0.689914718293797 0.684462446846298 4.00415868342115e-06 0.0308567808720166 5.80814955041871e-06
"KAT5" 1.13360847043827e-18 1.18975127310559e-12 6.4901196947612e-12 4.21521817763416e-14 4.24525419198544e-20 0.00180438016687066 2.32701174489281e-06 9.3366059090408e-13 1.09804575874604e-38 0.000746545409606493 2.58600195150574e-10 2.70617279299216e-08 3.46772087871159e-16 1.17938355507328e-21 2.53613337973443e-36
"KDM1A" 1.79441605042525e-35 6.76269429374444e-62 2.54193476287321e-60 9.07472097682764e-30 1.56880944647973e-82 0.237920619192215 7.65317851017085e-05 6.60589728682123e-15 8.55758398624409e-79 5.65115106655817e-59 1.77817045285874e-21 6.44401131775685e-32 3.78426887538657e-65 1.45514860267729e-25 2.48656918880626e-31
"KDM2B" 1.22120176784898e-15 4.99871662231751e-09 8.44014277532621e-08 0.0187157504939758 1.24347963383081e-08 0.273236985362097 0.754324570466044 1.04260905226301e-05 3.68312632298279e-47 0.00374140510737768 0.0240864309920542 0.00313564418062853 0.00220850285394392 1.04900940286292e-09 7.81659129806442e-21
"KDM3A" 7.33229759332018e-08 8.61988305924922e-08 0.030999177862883 0.592080928662212 0.0170106132161802 8.21992457567003e-07 0.00125616479647491 0.000824488096097395 7.11876839882817e-09 0.125789571203848 0.0203379137822429 0.0066442173345333 1.63974401254545e-05 0.0352009466382985 0.000709625314385815
"KDM4C" 1.09855910509942e-20 0.0555448988326471 1.03377725532467e-08 7.61509485460469e-08 1.05819340929106e-11 9.24212264282854e-35 2.49720078439404e-12 6.74674376519958e-14 7.93252570345242e-41 0.551121244744017 0.000675474914285203 8.06651003780852e-17 8.27527957233121e-19 0.000829478264334282 3.28355176905487e-11
"KDM5A" 0.315368413608422 0.35756581949525 0.683315911018867 0.473056208746843 0.641817819746913 0.66972704261736 0.0091466081600756 0.707927616476372 8.30399347516027e-06 0.363783748662574 0.608090916247057 0.371398288949431 0.676768129668792 0.833741408110939 0.921121116458722
"KDM5B" 0.0223695767116293 0.000271420241016361 1.76428975693986e-07 0.306203183614166 0.435456018839667 2.19839257399506e-07 0.0106720990295636 0.457045069365459 0.000203352529499129 0.0474812710975187 0.0909550321682416 0.000181837488176607 0.228648649185298 0.674493348855776 0.217575390926732
"KDM5C" 1.06932385753161e-10 0.0487084425440272 0.908991957849854 0.662491867150784 0.107300506496705 0.22747894354009 0.261652069218545 3.86701541995099e-05 1.37942333982661e-16 0.923236647092959 0.900375902485365 0.000447664186309029 0.42281496719582 0.128168017709886 6.9357326278874e-05
"KDM6B" 5.71755591468824e-06 9.95537167179993e-05 3.38839889728702e-09 0.0148304045658237 0.163479846085846 0.139569030960497 0.000861072083095712 2.22878222252932e-05 0.00725929184650349 0.0052048065417574 0.00154259988536315 0.0684542113698193 0.0838480312000609 0.119359442014107 0.340815266873993
"KLF11" 0.512462740819892 0.620056260591333 0.390576080230687 0.81962251219683 2.03265342774098e-05 0.173018210576467 0.287117767506234 0.236921531383497 0.00184391843923001 0.68339234079315 3.45831906731137e-05 0.292793393685885 0.298884805494814 0.680987154570581 0.539989344629257
"KLF4" 0.0011735077749316 2.14921285951037e-05 0.00039748840350175 0.238690944183604 1.63036417913612e-17 4.60078835258227e-05 0.247609547877448 0.0203562191457865 1.23347900898136e-08 0.0408585838799756 1.42947148096657e-13 0.0668610209434777 1.00859769585875e-07 0.179619255375894 2.36166460439125e-06
"KLF5" 2.57106304129945e-09 0.247880324166184 0.69026335294727 0.819780505532856 2.25794042899735e-07 7.73762306744332e-07 0.0247459357015983 0.00439093889927612 2.05615540018788e-22 6.06960411212653e-14 9.69882744445123e-10 2.8246548738855e-09 3.04711173217466e-37 0.151490190819615 9.2335636430103e-07
"LEF1" 0.745598478585189 0.54267477322453 0.508278834840195 0.125173218918493 0.214744353536687 0.634722262975247 0.744361314520293 0.746553880403605 0.0012066692992034 0.390229726315259 0.860522479739678 0.578392963685427 0.946960962246322 0.28170486617437 9.68484234384781e-06
"LHX2" 0.0355959702770285 0.863670011213276 0.0931906372114747 0.0222214532926103 0.000945076387609371 0.560971315181635 0.0612938431758395 0.181823840573917 0.309067579672634 0.492976972423411 0.648142714397985 0.521115175432712 0.048483017441298 0.119812225057611 0.340899676640302
"LIN9" 6.4301624263314e-18 3.46472154354731e-13 0.000584361560648824 7.97208665094416e-11 8.04547811274908e-11 0.127159669028916 0.000160779581098741 2.65868608725435e-05 1.07927366601668e-10 1.63967962694916e-16 8.43145601865258e-05 2.01738744782585e-07 0.000260146298659043 0.0147038783503162 2.59267077162381e-14
"LMNA" 0.00138881564547648 0.477891168299713 0.603041920623308 0.00773896467170692 0.948880538883928 0.959849875458442 0.990485211774296 0.517524278618477 0.154653018500688 0.234220889219501 0.604850529918424 0.246882915729208 0.588336612939017 0.849089539854389 0.124592378261371
"LMNB1" 0.00774698194796539 0.000150336875276277 6.77779656141634e-05 0.00345591966435729 9.94885001334989e-07 0.541885264957543 0.578790220547654 0.000365765083656872 5.27392016207865e-05 0.014654071581885 0.00433615074035344 9.9189396887046e-10 0.00992038596199355 0.0294677727664913 1.03354466759672e-09
"LMO2" 5.00558098007839e-05 1.70707353092851e-20 2.52697961162219e-33 7.39860454176606e-19 2.3925911406085e-38 3.03349293019177e-40 8.44541765974536e-07 3.22157345271039e-21 2.07674535778246e-26 6.15390907900388e-30 6.26560562441415e-21 1.14207594474701e-20 2.36528359715968e-14 0.084811691525218 0.0321364643801348
"LYL1" 8.25903381571723e-13 3.82413462221979e-12 1.58821198705878e-13 4.57059539903092e-08 3.57228495424527e-20 2.2351756360866e-34 0.0035317693059561 6.00567803387751e-18 2.78472061670356e-05 6.13143096682376e-19 2.46125716524139e-21 3.34160944793165e-06 8.89090581320165e-08 0.112766533276495 4.14927410419602e-08
"MAFF" 0.363935203376539 0.217593835727673 0.242255195579146 0.33407661206165 0.126575288792979 0.981292357087181 0.699194340487039 0.0208818777439502 3.47580674000399e-07 0.29682571534308 0.464189705869291 0.356819939333412 0.064592053909055 0.153602464522064 0.000538102038934346
"MAFK" 1.33249305361437e-06 0.0157658774250533 0.408770824663804 0.672007944254092 0.222347907936037 0.0122745209043704 0.328712249829682 0.159349190509425 0.430185664033746 0.124731836891692 0.570052091681337 0.348669513205452 0.586122732850727 0.638286257824792 0.281218334590841
"MAF" 3.66112191393649e-22 0.998289010995164 1.05555951477862e-08 6.43850579022502e-05 4.8056483378495e-05 6.29469947035745e-12 8.92314211044651e-06 0.00204328467986941 5.38907331888409e-17 2.24755387141051e-06 0.00726148509107694 0.000256658509738332 0.19537235710242 0.152825891184938 5.81336528075344e-13
"MAX" 0.959609287648267 3.10323599487246e-25 1.02085553702056e-11 6.02887459099019e-09 6.59817676888326e-41 0.0149426404314344 0.338232915179918 7.31050054668472e-19 5.37771602750522e-14 0.00976011181142884 3.82671214701825e-20 1.32611290587259e-08 1.21289153612316e-12 6.91944827034318e-23 0.206145145942886
"MAZ" 4.05529825286101e-14 1.58339561740688e-56 4.99361144719023e-46 4.44528500195988e-10 1.28040688063223e-44 1.09016148485142e-25 3.61661981025567e-28 2.21898799980328e-28 2.72595933288888e-29 3.88365532762065e-34 1.90256189334633e-35 4.63687628511448e-32 7.51107842043951e-20 2.86100519483498e-11 5.4701446087757e-34
"MBD2" 1.59354353468436e-18 9.13849976404918e-11 1.16654450580577e-21 0.829303117057505 3.6581175621202e-10 0.228616420164424 3.75349237958965e-21 5.70783104491068e-12 1.59619990182835e-60 0.464654135138962 3.70579527209992e-30 3.05625473228766e-31 0.00248733849815727 0.00120979345984239 0.00691152815117226
"MBD3" 0.0351010327350096 2.48500454357725e-05 0.000412470071940846 0.378295093872619 0.000210690678852618 0.00612143699694061 0.00178543118411693 0.000535210850769394 0.297047655682209 0.0897137661139673 0.85890077922591 0.0132113972957059 0.0265954594411888 0.451729896839916 2.13045771861162e-06
"MECP2" 0.0302661916031235 0.791059324863844 0.15186226587109 0.000509842343376458 2.57658852244278e-10 0.621574489401076 0.124817291189714 0.409662679223135 9.64444663487026e-40 1.96537319447929e-06 0.832452263211781 1.77676074630063e-08 4.02016178310273e-08 0.688540368287924 0.0041613255352476
"MED12" 0.000811721904700153 0.816597232268655 2.35348134334556e-06 0.852067009996342 5.78900011206813e-06 7.36535860451124e-05 0.649953049309891 0.00258363233538463 3.61775729931655e-25 0.0480434335209509 0.737503651138189 0.251580304117133 0.00676947721390401 0.62052844696114 0.026828530495737
"MED1" 2.84861196116568e-22 4.41092661126034e-06 0.000145225889356681 0.493091958395428 9.68256805908709e-13 5.70788041308129e-06 1.98596828877737e-07 1.48322453624755e-23 4.50225796139395e-36 2.11911702619694e-12 1.91983329887355e-12 4.93353694210973e-15 1.88712454692475e-18 1.10600124327382e-06 8.72517849305049e-19
"MEF2A" 0.767161705329316 0.493426552185888 0.787643731843524 0.291245014063787 0.0893570799451723 0.000340879790874011 3.6252146322154e-09 0.000518007271529445 3.2815112970561e-15 0.530784516454186 9.2147178539131e-06 0.675940795113609 0.602151659951003 8.32250673737294e-05 0.000199424049413992
"MEF2B" 0.831182993884765 0.551609688091466 8.92572491572025e-07 0.111149940726868 0.0143711876533959 0.0148479508672437 0.446735897719701 0.359015837240502 0.0898218820893507 8.98902359966636e-10 3.48708317502498e-09 0.605441450678976 4.1352529849317e-16 0.131445959104087 0.601943838566229
"MEF2C" 4.50706936530621e-14 3.12636449994878e-10 2.78100593767629e-08 5.73146639597637e-21 9.23813867519082e-17 0.00474324785015926 1.4465070686038e-05 0.000277648843129792 6.39985239112298e-20 5.79518933482874e-18 5.42340462496942e-05 3.88668448956156e-12 2.10025548460756e-17 0.0159677397337736 1.94012265056648e-09
"MEIS1" 0.122983834697984 0.00498807365497205 0.00466102104230767 0.150429359114559 0.243877554002522 0.591700493982737 0.00608334935816601 0.465174539159684 1.97388808584613e-16 0.0257946622507223 0.20514636166664 0.00444481716527506 0.000666559522191629 0.0591440603526392 0.00501506044441782
"MITF" 0.293759319512634 0.136343951351047 0.180338980060656 0.707278811271984 0.0637715612447289 0.0744124529762686 0.777428960817575 0.954480200407613 0.117662615512863 0.465596690690807 0.981030840532437 0.984468655549665 0.883253805558853 0.404657018686214 0.909364880587608
"MLLT3" 0.051264904355401 0.0477304068487376 0.0726378459094776 0.0138213569934623 0.752030825514045 0.49978351758435 0.0259476878896673 0.855552088053228 0.178438975978599 0.425947249505047 0.0614697362589512 0.00226973164114086 0.860603638444758 0.0487199661264693 0.000258101692292006
"MXI1" 3.69496523402637e-07 0.0346682384624178 4.31945870782809e-08 0.854252078015999 0.244328459996551 0.0459640292763384 0.0026217442526502 0.00136890836342483 0.387905132994787 2.36808397151123e-05 2.82485685259848e-17 0.216637187966376 0.819631801953105 1.54668842988806e-14 0.000103632373785912
"MYBL2" 7.5996529170109e-27 1.71136721958999e-08 6.06752734343001e-10 2.26176758823539e-12 1.56177814303167e-33 1.34212741214372e-14 7.89171588204698e-10 1.15133517764634e-29 1.82666835030626e-16 2.52014229463205e-10 3.63485881015666e-22 1.37817051196816e-16 7.33471729277535e-22 2.87674198217013e-07 3.87216701095479e-16
"MYB" 2.10491758058866e-12 6.01329491766439e-05 5.26885317669881e-05 2.9820910607611e-07 2.5234345528706e-09 1.63643533337963e-08 6.74530105779495e-14 2.9556008161841e-10 2.450731189887e-06 2.98857686814836e-10 0.000258335129590339 7.65554385083986e-15 7.0004215809784e-12 4.42915649879653e-10 6.26801685221148e-05
"MYC" 5.27979766563247e-05 2.03810697624552e-06 1.15523038362919e-37 7.36300527543273e-18 3.24286388756578e-45 0.693500152914446 1.67005393367611e-09 0.00172545611551597 1.80156461486525e-23 4.33304779481181e-08 7.68765459385781e-50 2.19704951019919e-27 5.96150405594217e-27 1.26019689074378e-08 2.75895600827214e-15
"MYH11" 0.494505423953864 0.908605780085471 2.35633903658649e-07 0.878600134958363 0.218425892846853 0.0796533596655588 0.0440168139160903 0.0510610062146997 0.190433341467372 0.553607772426732 0.000438971788412366 0.0268268034985381 0.0143527017812551 0.612866994721634 0.29664546258727
