"likelihood" "bart" "expr" "rank_size"
"1" 8.41569239305187e-16 0.829 2.65714518697529 9
"2" 2.1408600183222e-55 0.844 2.65975556498558 8
"3" 1.46329734729115e-19 0.93 3.03242165766984 3
"4" 4.13358519391399e-06 0.959 2.90628855321137 5
"5" 1.85488396418116e-46 0.859 2.86820868047859 6
"6" 1.85053354087499e-15 0.874 2.0507499513583 15
"7" 4.28901622125574e-09 0.596 2.61392513718473 11
"8" 3.72501473652206e-08 0.877 2.37052792109671 13
"9" 1.58649924268753e-12 0.893 2.10048442038875 14
"10" 1.11512061221677e-13 0.837 2.64139648534792 10
"11" 2.39436294409656e-32 0.876 2.99546631966409 4
"12" 0.000455976878668076 0.814 3.03256231383238 2
"13" 2.26307862901104e-21 0.843 3.07549409403809 1
"14" 0.000333342876098453 0.768 2.57163684327622 12
"15" 1.40523269443237e-20 0.844 2.75635524105649 7
