"likelihood" "bart" "expr" "rank_size"
"1" 0.512462740819892 0.108 1.2471432737403 14
"2" 0.620056260591333 0.042 1.52798605833114 9
"3" 0.390576080230687 0.045 1.97463930401644 3
"4" 0.81962251219683 0.121 1.37872791725112 12
"5" 2.03265342774098e-05 0.332 1.38498378174564 11
"6" 0.173018210576467 0.327 1.7274797242891 5
"7" 0.287117767506234 0.324 2.34065695549659 1
"8" 0.236921531383497 0.28 2.04478334164279 2
"9" 0.00184391843923001 0.115 1.65832245137239 7
"10" 0.68339234079315 0.073 1.70107762302732 6
"11" 3.45831906731137e-05 0.0600000000000001 1.79012548513219 4
"12" 0.292793393685885 0.0610000000000001 1.26777692069448 13
"13" 0.298884805494814 0.086 1.49675421267695 10
"14" 0.680987154570581 0.326 1.5382915587376 8
"15" 0.539989344629257 0.054 1.12806681163671 15
