"likelihood" "bart" "expr" "rank_size"
"1" 6.59249648444378e-25 0.777 2.0966294184946 4
"2" 0.161317156937131 0.175 1.98616806679473 9
"3" 0.965931435703278 0.537 2.08013070223006 6
"4" 0.0922326100638434 0.193 2.06800103890862 7
"5" 5.08042076922945e-06 0.218 1.94188746884727 10
"6" 0.7866104147882 0.862 1.69357408425157 13
"7" 3.97663102381405e-07 0.0679999999999999 1.68684086706059 14
"8" 7.95821489121506e-10 0.21 1.7451669554468 12
"9" 3.78666690826334e-19 0.131 1.13315520604413 15
"10" 0.010692589805827 0.081 2.05522820834811 8
"11" 1.13141608176792e-09 0.263 2.26524400989196 1
"12" 1.26570182069111e-14 0.085 2.08735885288334 5
"13" 1.17680272280097e-10 0.124 2.13209262685797 2
"14" 1.55059955610858e-08 0.089 1.93883021395798 11
"15" 1.32750253635347e-06 0.583 2.10144839049649 3
