"likelihood" "bart" "expr" "rank_size"
"1" 0.5 0.822 -1.57162117454558 2
"2" 0.5 0.07 -1.75953405829437 8
"3" 0.5 0.533 -1.74336510977574 7
"4" 0.5 0.096 -1.78967065725312 9
"5" 0.5 0.07 -1.97680267258896 14
"6" 0.5 0.698 -2.00523601659744 15
"7" 0.5 0.07 -1.67291652638433 4
"8" 0.5 0.042 -1.8292449552753 10
"9" 0.5 0.069 -1.96376520695852 13
"10" 0.5 0.074 -1.65678739405623 3
"11" 0.5 0.194 -1.701366478897 6
"12" 0.5 0.0659999999999999 -1.8339485014133 11
"13" 0.5 0.0649999999999999 -1.32407179520656 1
"14" 0.5 0.048 -1.69672602808846 5
"15" 0.5 0.445 -1.8563530967265 12
