"likelihood" "bart" "expr" "rank_size"
"1" 5.71755591468824e-06 0.399 2.18398523410788 4
"2" 9.95537167179993e-05 0.57 1.91652036336483 11
"3" 3.38839889728702e-09 0.532 1.76963045994095 14
"4" 0.0148304045658237 0.696 1.95104133755761 10
"5" 0.163479846085846 0.922 2.08777041688608 6
"6" 0.139569030960497 0.566 1.91247982369892 12
"7" 0.000861072083095712 0.553 2.11217576063268 5
"8" 2.22878222252932e-05 0.519 2.2322247320037 3
"9" 0.00725929184650349 0.486 1.01776579186659 15
"10" 0.0052048065417574 0.425 2.08370708842039 7
"11" 0.00154259988536315 0.468 2.05469642415953 8
"12" 0.0684542113698193 0.303 2.04304037022887 9
"13" 0.0838480312000609 0.818 2.38077712685078 1
"14" 0.119359442014107 0.746 1.90726641072084 13
"15" 0.340815266873993 0.36 2.33471925273237 2
