"likelihood" "bart" "expr" "rank_size"
"1" 0.177579684576412 0.253 3.31857505318212 4
"2" 0.0844016374928261 0.745 2.8504035809046 14
"3" 0.879677290955856 0.506 2.81464674366985 15
"4" 0.571915380766464 0.927 2.94669000780175 11
"5" 0.138337158446246 0.493 3.06980073148576 10
"6" 0.120930559552852 0.549 3.66326317416932 1
"7" 0.0553629727030623 0.458 3.18638257131046 7
"8" 0.436743874735926 0.915 3.35597898814523 3
"9" 0.0250326426904795 0.453 2.8765962110865 13
"10" 0.185054392108652 0.952 3.14488262323467 8
"11" 0.102965672310249 0.921 3.13416306233217 9
"12" 0.996137540131711 0.575 3.20219264386842 6
"13" 0.252603116680261 0.838 2.88185455933835 12
"14" 0.189451922324049 0.93 3.45892023787438 2
"15" 0.00504784538389137 0.928 3.31800788212909 5
