"likelihood" "bart" "expr" "rank_size"
"1" 0.199360536334129 0.138 3.67496480763609 3
"2" 1.10348933063729e-10 0.724 3.09273131032385 9
"3" 2.75315304563989e-16 0.272 3.02244228194662 10
"4" 1.07235027670472e-07 0.944 2.91597141745352 11
"5" 1.10845810093371e-06 0.942 3.68631441294962 2
"6" 0.00757252689077893 0.245 3.17343549489519 8
"7" 0.000126116095476096 0.891 3.59653017619633 5
"8" 2.29980577343324e-06 0.963 3.62858017248739 4
"9" 2.14954478454526e-14 0.812 1.64153612960204 15
"10" 1.82150361541899e-10 0.949 3.1882402583528 7
"11" 3.74521628167762e-08 0.938 3.74010323890258 1
"12" 1.64791592543303e-19 0.336 2.66502962328964 14
"13" 5.53654320721561e-07 0.941 3.54008953165368 6
"14" 5.04917052701657e-19 0.943 2.73921503281791 13
"15" 4.14814601877113e-08 0.364 2.88367693706801 12
