"BLCA" "BRCA_1" "BRCA_2" "COAD_READ" "HNSC" "KICH" "KIRC" "KIRP" "LIHC" "LUAD" "LUSC" "PRAD" "STES" "THCA" "UCEC"
"CHD4" 3.62712683098216 3.84435605077471 3.79364300124958 3.47529327775038 3.49328739267822 3.4100589231668 3.36781187593991 3.45376920896009 2.86158179566969 3.53055749509921 3.60994828109089 3.17288236481921 3.49003238567846 4.12250195197442 3.69515546528749
"CHD5" -2.08718765146047 -1.9953036290118 -1.82912091687073 -1.90161614273081 -2.13607995126984 -0.464722001056782 -2.08359049835167 -1.67171886428793 -2.2157963568296 -2.08076975169666 -1.9925598391817 -1.29104197261 -1.54669427942486 -1.77874945886471 -1.96570394228299
"CHD7" 0.842320109062866 0.676852138922746 1.14309853318318 1.28195809616714 0.50398845323982 0.2077246656692 0.165391793754646 0.471352705496318 0.0169308498242218 0.670103167085066 0.631765242131405 0.228855245428152 1.26363726444408 0.306299884389083 0.95959078917485
"CHD8" 2.0776562980939 2.47547192774494 2.22623708468502 1.84453919447346 2.14525367131953 1.71713870799105 1.86988665407896 1.8370690898085 1.27570926194154 2.21756405345607 2.17991072981925 2.16429389289998 2.25727160720159 1.97113314132567 2.16369255993031
"CHRM2" -1.72936411408613 -2.27989719995391 -2.26913162622659 -1.89533893190574 -2.2919135482298 -2.29358645867954 -2.28356250790467 -2.28998522456799 -2.20665827227219 -2.168122649314 -2.21923325101785 -2.11020297095772 -1.38811786817486 -2.29693931167249 -1.90684776554835
"CLOCK" 0.916465932404122 1.59999191725507 1.36087109164005 1.05217915924214 1.07223850070638 0.93050200249352 1.2978884824914 1.02613929109482 0.483390720010135 1.28994146461076 1.17051043253197 1.31436407832696 1.59908083901922 1.26942137207286 0.98705092531144
"CNOT3" 2.46392735717315 2.13517203201642 2.19688435945617 2.10573268106685 2.08543919243125 1.80805829929497 1.71075587925361 1.71436761027572 1.47229367017492 2.03684364329439 2.3352754781532 2.22852522248928 2.22350729474435 1.98229258921222 2.46861370222161
"COPS2" 2.0977192019083 2.40681672018938 2.28027797940543 2.06589466300099 2.31555531083264 2.13168586145528 2.46417909894993 1.84812774218766 1.71542128371533 2.05417356071205 2.47353853124386 2.22985201832149 2.08694411010781 2.30568472416605 2.07793534837268
"CPSF3L" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"CREB1" 1.28314822120786 1.79437223644562 1.67479043516773 1.30852472548737 1.46319250389281 0.835534435175855 1.64636369091088 1.1711208318123 0.534191610248719 1.61778311009371 1.6216621442914 1.52762060736998 1.6428599526398 1.51380293973119 1.24925020797407
"CREB3" 3.15127268542614 3.50156989144164 3.39508446803939 3.21931972742051 2.9376272987931 3.31273011530563 3.33577768581839 3.32893425812117 2.75150948614022 3.33954235134224 3.10788505560709 3.83670753642129 2.94438544843024 3.51662808955497 3.48539300507517
"CREB3L4" 2.12456929324614 3.84567832616851 2.90446734886296 1.8256902919332 0.839003802273239 0.603382863453636 1.71673083090418 1.70825572110034 1.64977198216533 2.14110374553392 1.73075212251473 4.64333662050262 1.32034885597986 1.68278411926115 3.08060986807061
"CREBBP" 1.64068457017486 2.27563969627458 2.00587155815225 1.85722942623148 1.81358724145825 1.94424139093285 1.95994791936814 1.79198772030165 1.24891704704987 2.02895460164138 2.05852247262393 1.93862904024974 2.41069552318205 2.00854829599879 1.93809358354971
"CREM" 1.06217903471639 1.20419194336281 1.3876528691015 0.82698758019227 0.926342364348773 1.1223765623141 1.69298706192319 1.15912816891583 1.30892476899777 1.31506902510165 1.30131642950533 1.19447148520017 1.09759345177229 1.12394728378635 1.25249603480875
