"likelihood" "bart" "expr" "rank_size"
"1" 0.5 0.624 3.65903981627647 5
"2" 0.5 0.547 3.10594917961241 9
"3" 0.5 0.27 3.82906937929329 3
"4" 0.5 0.595 4.09848136602846 1
"5" 0.5 0.541 3.60007784884747 6
"6" 0.5 0.091 2.20117181545673 15
"7" 0.5 0.694 2.7645149283852 13
"8" 0.5 0.38 2.97241236762594 10
"9" 0.5 0.811 2.76052333541363 14
"10" 0.5 0.581 3.19139145599286 8
"11" 0.5 0.423 3.89847203959414 2
"12" 0.5 0.642 2.86299998047702 12
"13" 0.5 0.506 3.32507868971068 7
"14" 0.5 0.512 2.94037434308704 11
"15" 0.5 0.309 3.6922392775177 4
